#LAMBDA    g      r        i      z        Y     atm
5785.0 0.00000 0.70921 0.00000 0.00000 0.00000 0.84384
5790.0 0.00000 0.71041 0.00000 0.00000 0.00000 0.84424
5795.0 0.00000 0.71168 0.00000 0.00000 0.00000 0.84471
5800.0 0.00000 0.71289 0.00000 0.00000 0.00000 0.84511
5805.0 0.00000 0.71518 0.00000 0.00000 0.00000 0.84550
5810.0 0.00000 0.71755 0.00000 0.00000 0.00000 0.84598
5815.0 0.00000 0.71992 0.00000 0.00000 0.00000 0.84646
5820.0 0.00000 0.72215 0.00000 0.00000 0.00000 0.84677
5825.0 0.00000 0.72318 0.00000 0.00000 0.00000 0.84716
5830.0 0.00000 0.72413 0.00000 0.00000 0.00000 0.84746
5835.0 0.00000 0.72523 0.00000 0.00000 0.00000 0.84795
5840.0 0.00000 0.72611 0.00000 0.00000 0.00000 0.84817
5845.0 0.00000 0.72583 0.00000 0.00000 0.00000 0.84839
5850.0 0.00000 0.72571 0.00000 0.00000 0.00000 0.84878
5855.0 0.00000 0.72543 0.00000 0.00000 0.00000 0.84900
5860.0 0.00000 0.72500 0.00000 0.00000 0.00000 0.84905
5865.0 0.00000 0.72406 0.00000 0.00000 0.00000 0.84901
5870.0 0.00000 0.72319 0.00000 0.00000 0.00000 0.84906
5875.0 0.00000 0.72188 0.00000 0.00000 0.00000 0.84860
5880.0 0.00000 0.72007 0.00000 0.00000 0.00000 0.84754
5885.0 0.00000 0.71857 0.00000 0.00000 0.00000 0.84554
5890.0 0.00000 0.71728 0.00000 0.00000 0.00000 0.84380
5895.0 0.00000 0.71737 0.00000 0.00000 0.00000 0.84367
5900.0 0.00000 0.71761 0.00000 0.00000 0.00000 0.84372
5905.0 0.00000 0.72025 0.00000 0.00000 0.00000 0.84495
5910.0 0.00000 0.72289 0.00000 0.00000 0.00000 0.84618
5915.0 0.00000 0.72393 0.00000 0.00000 0.00000 0.84554
5920.0 0.00000 0.72446 0.00000 0.00000 0.00000 0.84430
5925.0 0.00000 0.72575 0.00000 0.00000 0.00000 0.84476
5930.0 0.00000 0.72843 0.00000 0.00000 0.00000 0.84684
5935.0 0.00000 0.73001 0.00000 0.00000 0.00000 0.84764
5940.0 0.00000 0.72955 0.00000 0.00000 0.00000 0.84606
5945.0 0.00000 0.72718 0.00000 0.00000 0.00000 0.84354
5950.0 0.00000 0.72798 0.00000 0.00000 0.00000 0.84468
5955.0 0.00000 0.72987 0.00000 0.00000 0.00000 0.84710
5960.0 0.00000 0.73036 0.00000 0.00000 0.00000 0.84789
5965.0 0.00000 0.73076 0.00000 0.00000 0.00000 0.84793
5970.0 0.00000 0.73065 0.00000 0.00000 0.00000 0.84736
5975.0 0.00000 0.73112 0.00000 0.00000 0.00000 0.84748
5980.0 0.00000 0.73188 0.00000 0.00000 0.00000 0.84794
5985.0 0.00000 0.73346 0.00000 0.00000 0.00000 0.84865
5990.0 0.00000 0.73444 0.00000 0.00000 0.00000 0.84868
5995.0 0.00000 0.73572 0.00000 0.00000 0.00000 0.84906
6000.0 0.00000 0.73693 0.00000 0.00000 0.00000 0.84935
6005.0 0.00000 0.73819 0.00000 0.00000 0.00000 0.84973
6010.0 0.00000 0.73946 0.00000 0.00000 0.00000 0.85011
6015.0 0.00000 0.74057 0.00000 0.00000 0.00000 0.85032
6020.0 0.00000 0.74184 0.00000 0.00000 0.00000 0.85070
6025.0 0.00000 0.74200 0.00000 0.00000 0.00000 0.85100
6030.0 0.00000 0.74223 0.00000 0.00000 0.00000 0.85139
6035.0 0.00000 0.74403 0.00000 0.00000 0.00000 0.85169
6040.0 0.00000 0.74590 0.00000 0.00000 0.00000 0.85208
6045.0 0.00000 0.74642 0.00000 0.00000 0.00000 0.85247
6050.0 0.00000 0.74687 0.00000 0.00000 0.00000 0.85277
6055.0 0.00000 0.74740 0.00000 0.00000 0.00000 0.85316
6060.0 0.00000 0.74800 0.00000 0.00000 0.00000 0.85364
6065.0 0.00000 0.74794 0.00000 0.00000 0.00000 0.85403
6070.0 0.00000 0.74796 0.00000 0.00000 0.00000 0.85451
6075.0 0.00000 0.74806 0.00000 0.00000 0.00000 0.85508
6080.0 0.00000 0.74808 0.00000 0.00000 0.00000 0.85557
6085.0 0.00000 0.74878 0.00000 0.00000 0.00000 0.85605
6090.0 0.00000 0.74955 0.00000 0.00000 0.00000 0.85662
6095.0 0.00000 0.75017 0.00000 0.00000 0.00000 0.85701
6100.0 0.00000 0.75094 0.00000 0.00000 0.00000 0.85758
6105.0 0.00000 0.75287 0.00000 0.00000 0.00000 0.85815
6110.0 0.00000 0.75465 0.00000 0.00000 0.00000 0.85855
6115.0 0.00000 0.75658 0.00000 0.00000 0.00000 0.85912
6120.0 0.00000 0.75836 0.00000 0.00000 0.00000 0.85951
6125.0 0.00000 0.76004 0.00000 0.00000 0.00000 0.85999
6130.0 0.00000 0.76172 0.00000 0.00000 0.00000 0.86048
6135.0 0.00000 0.76348 0.00000 0.00000 0.00000 0.86105
6140.0 0.00000 0.76517 0.00000 0.00000 0.00000 0.86153
6145.0 0.00000 0.76608 0.00000 0.00000 0.00000 0.86201
6150.0 0.00000 0.76692 0.00000 0.00000 0.00000 0.86240
6155.0 0.00000 0.76784 0.00000 0.00000 0.00000 0.86288
6160.0 0.00000 0.76876 0.00000 0.00000 0.00000 0.86337
6165.0 0.00000 0.76982 0.00000 0.00000 0.00000 0.86385
6170.0 0.00000 0.77079 0.00000 0.00000 0.00000 0.86424
6175.0 0.00000 0.77177 0.00000 0.00000 0.00000 0.86464
6180.0 0.00000 0.77283 0.00000 0.00000 0.00000 0.86512
6185.0 0.00000 0.77318 0.00000 0.00000 0.00000 0.86551
6190.0 0.00000 0.77360 0.00000 0.00000 0.00000 0.86599
6195.0 0.00000 0.77395 0.00000 0.00000 0.00000 0.86638
6200.0 0.00000 0.77413 0.00000 0.00000 0.00000 0.86660
6205.0 0.00000 0.77466 0.00000 0.00000 0.00000 0.86699
6210.0 0.00000 0.77519 0.00000 0.00000 0.00000 0.86739
6215.0 0.00000 0.77580 0.00000 0.00000 0.00000 0.86787
6220.0 0.00000 0.77624 0.00000 0.00000 0.00000 0.86817
6225.0 0.00000 0.77702 0.00000 0.00000 0.00000 0.86857
6230.0 0.00000 0.77771 0.00000 0.00000 0.00000 0.86887
6235.0 0.00000 0.77849 0.00000 0.00000 0.00000 0.86926
6240.0 0.00000 0.77919 0.00000 0.00000 0.00000 0.86957
6245.0 0.00000 0.77968 0.00000 0.00000 0.00000 0.86987
6250.0 0.00000 0.78026 0.00000 0.00000 0.00000 0.87026
6255.0 0.00000 0.78076 0.00000 0.00000 0.00000 0.87057
6260.0 0.00000 0.78118 0.00000 0.00000 0.00000 0.87079
6265.0 0.00000 0.78170 0.00000 0.00000 0.00000 0.87083
6270.0 0.00000 0.78127 0.00000 0.00000 0.00000 0.86983
6275.0 0.00000 0.77371 0.00000 0.00000 0.00000 0.86090
6280.0 0.00000 0.76176 0.00000 0.00000 0.00000 0.84709
6285.0 0.00000 0.76674 0.00000 0.00000 0.00000 0.85174
6290.0 0.00000 0.77518 0.00000 0.00000 0.00000 0.86024
6295.0 0.00000 0.77602 0.00000 0.00000 0.00000 0.86028
6300.0 0.00000 0.77780 0.00000 0.00000 0.00000 0.86136
6305.0 0.00000 0.78130 0.00000 0.00000 0.00000 0.86497
6310.0 0.00000 0.78418 0.00000 0.00000 0.00000 0.86790
6315.0 0.00000 0.78658 0.00000 0.00000 0.00000 0.87030
6320.0 0.00000 0.78860 0.00000 0.00000 0.00000 0.87227
6325.0 0.00000 0.79001 0.00000 0.00000 0.00000 0.87380
6330.0 0.00000 0.79103 0.00000 0.00000 0.00000 0.87489
6335.0 0.00000 0.79190 0.00000 0.00000 0.00000 0.87581
6340.0 0.00000 0.79245 0.00000 0.00000 0.00000 0.87638
6345.0 0.00000 0.79366 0.00000 0.00000 0.00000 0.87677
6350.0 0.00000 0.79487 0.00000 0.00000 0.00000 0.87716
6355.0 0.00000 0.79625 0.00000 0.00000 0.00000 0.87774
6360.0 0.00000 0.79738 0.00000 0.00000 0.00000 0.87804
6365.0 0.00000 0.79878 0.00000 0.00000 0.00000 0.87861
6370.0 0.00000 0.79986 0.00000 0.00000 0.00000 0.87883
6375.0 0.00000 0.80126 0.00000 0.00000 0.00000 0.87940
6380.0 0.00000 0.80259 0.00000 0.00000 0.00000 0.87988
6385.0 0.00000 0.80309 0.00000 0.00000 0.00000 0.88037
6390.0 0.00000 0.80343 0.00000 0.00000 0.00000 0.88067
6395.0 0.00000 0.80394 0.00000 0.00000 0.00000 0.88116
6400.0 0.00000 0.80428 0.00000 0.00000 0.00000 0.88146
6405.0 0.00000 0.80491 0.00000 0.00000 0.00000 0.88186
6410.0 0.00000 0.80554 0.00000 0.00000 0.00000 0.88225
6415.0 0.00000 0.80618 0.00000 0.00000 0.00000 0.88265
6420.0 0.00000 0.80673 0.00000 0.00000 0.00000 0.88295
6425.0 0.00000 0.80697 0.00000 0.00000 0.00000 0.88325
6430.0 0.00000 0.80730 0.00000 0.00000 0.00000 0.88365
6435.0 0.00000 0.80746 0.00000 0.00000 0.00000 0.88387
6440.0 0.00000 0.80771 0.00000 0.00000 0.00000 0.88417
6445.0 0.00000 0.80779 0.00000 0.00000 0.00000 0.88439
6450.0 0.00000 0.80787 0.00000 0.00000 0.00000 0.88461
6455.0 0.00000 0.80770 0.00000 0.00000 0.00000 0.88456
6460.0 0.00000 0.80721 0.00000 0.00000 0.00000 0.88415
6465.0 0.00000 0.80690 0.00000 0.00000 0.00000 0.88348
6470.0 0.00000 0.80618 0.00000 0.00000 0.00000 0.88237
6475.0 0.00000 0.80530 0.00000 0.00000 0.00000 0.88107
6480.0 0.00000 0.80564 0.00000 0.00000 0.00000 0.88111
6485.0 0.00000 0.80667 0.00000 0.00000 0.00000 0.88203
6490.0 0.00000 0.80761 0.00000 0.00000 0.00000 0.88287
6495.0 0.00000 0.80832 0.00000 0.00000 0.00000 0.88344
6500.0 0.00000 0.81008 0.00000 0.00000 0.00000 0.88516
6505.0 0.00000 0.81160 0.00000 0.00000 0.00000 0.88680
6510.0 0.00000 0.81142 0.00000 0.00000 0.00000 0.88657
6515.0 0.00000 0.80920 0.00000 0.00000 0.00000 0.88411
6520.0 0.00000 0.80870 0.00000 0.00000 0.00000 0.88353
6525.0 0.00000 0.81205 0.00000 0.00000 0.00000 0.88632
6530.0 0.00000 0.81452 0.00000 0.00000 0.00000 0.88814
6535.0 0.00000 0.81551 0.00000 0.00000 0.00000 0.88835
6540.0 0.00000 0.81668 0.00000 0.00000 0.00000 0.88875
6545.0 0.00000 0.81720 0.00000 0.00000 0.00000 0.88825
6550.0 0.00000 0.81789 0.00000 0.00000 0.00000 0.88793
6555.0 0.00000 0.81923 0.00000 0.00000 0.00000 0.88832
6560.0 0.00000 0.82091 0.00000 0.00000 0.00000 0.88907
6565.0 0.00000 0.82204 0.00000 0.00000 0.00000 0.88991
6570.0 0.00000 0.82301 0.00000 0.00000 0.00000 0.89057
6575.0 0.00000 0.82356 0.00000 0.00000 0.00000 0.89078
6580.0 0.00000 0.82469 0.00000 0.00000 0.00000 0.89162
6585.0 0.00000 0.82540 0.00000 0.00000 0.00000 0.89228
6590.0 0.00000 0.82610 0.00000 0.00000 0.00000 0.89295
6595.0 0.00000 0.82689 0.00000 0.00000 0.00000 0.89370
6600.0 0.00000 0.82718 0.00000 0.00000 0.00000 0.89391
6605.0 0.00000 0.82740 0.00000 0.00000 0.00000 0.89430
6610.0 0.00000 0.82770 0.00000 0.00000 0.00000 0.89479
6615.0 0.00000 0.82799 0.00000 0.00000 0.00000 0.89527
6620.0 0.00000 0.82813 0.00000 0.00000 0.00000 0.89558
6625.0 0.00000 0.82788 0.00000 0.00000 0.00000 0.89588
6630.0 0.00000 0.82747 0.00000 0.00000 0.00000 0.89600
6635.0 0.00000 0.82739 0.00000 0.00000 0.00000 0.89649
6640.0 0.00000 0.82706 0.00000 0.00000 0.00000 0.89670
6645.0 0.00000 0.82737 0.00000 0.00000 0.00000 0.89701
6650.0 0.00000 0.82767 0.00000 0.00000 0.00000 0.89731
6655.0 0.00000 0.82807 0.00000 0.00000 0.00000 0.89771
6660.0 0.00000 0.82838 0.00000 0.00000 0.00000 0.89801
6665.0 0.00000 0.82963 0.00000 0.00000 0.00000 0.89832
6670.0 0.00000 0.83088 0.00000 0.00000 0.00000 0.89862
6675.0 0.00000 0.83213 0.00000 0.00000 0.00000 0.89892
6680.0 0.00000 0.83330 0.00000 0.00000 0.00000 0.89914
6685.0 0.00000 0.83454 0.00000 0.00000 0.00000 0.89953
6690.0 0.00000 0.83561 0.00000 0.00000 0.00000 0.89975
6695.0 0.00000 0.83677 0.00000 0.00000 0.00000 0.90005
6700.0 0.00000 0.83792 0.00000 0.00000 0.00000 0.90036
6705.0 0.00000 0.83838 0.00000 0.00000 0.00000 0.90057
6710.0 0.00000 0.83892 0.00000 0.00000 0.00000 0.90087
6715.0 0.00000 0.83955 0.00000 0.00000 0.00000 0.90127
6720.0 0.00000 0.84000 0.00000 0.00000 0.00000 0.90148
6725.0 0.00000 0.84007 0.00000 0.00000 0.00000 0.90179
6730.0 0.00000 0.84006 0.00000 0.00000 0.00000 0.90200
6735.0 0.00000 0.84013 0.00000 0.00000 0.00000 0.90231
6740.0 0.00000 0.84012 0.00000 0.00000 0.00000 0.90252
6745.0 0.00000 0.84003 0.00000 0.00000 0.00000 0.90292
6750.0 0.00000 0.83986 0.00000 0.00000 0.00000 0.90322
6755.0 0.00000 0.83951 0.00040 0.00000 0.00000 0.90334
6760.0 0.00000 0.83934 0.00079 0.00000 0.00000 0.90365
6765.0 0.00000 0.83947 0.00085 0.00000 0.00000 0.90386
6770.0 0.00000 0.83961 0.00091 0.00000 0.00000 0.90407
6775.0 0.00000 0.83991 0.00098 0.00000 0.00000 0.90447
6780.0 0.00000 0.84005 0.00104 0.00000 0.00000 0.90468
6785.0 0.00000 0.84068 0.00110 0.00000 0.00000 0.90489
6790.0 0.00000 0.84131 0.00116 0.00000 0.00000 0.90511
6795.0 0.00000 0.84212 0.00122 0.00000 0.00000 0.90551
6800.0 0.00000 0.84275 0.00128 0.00000 0.00000 0.90572
6805.0 0.00000 0.84296 0.00135 0.00000 0.00000 0.90575
6810.0 0.00000 0.84334 0.00143 0.00000 0.00000 0.90596
6815.0 0.00000 0.84372 0.00151 0.00000 0.00000 0.90617
6820.0 0.00000 0.84410 0.00159 0.00000 0.00000 0.90639
6825.0 0.00000 0.84444 0.00169 0.00000 0.00000 0.90660
6830.0 0.00000 0.84478 0.00179 0.00000 0.00000 0.90681
6835.0 0.00000 0.84511 0.00189 0.00000 0.00000 0.90703
6840.0 0.00000 0.84528 0.00199 0.00000 0.00000 0.90706
6845.0 0.00000 0.84549 0.00212 0.00000 0.00000 0.90727
6850.0 0.00000 0.84570 0.00226 0.00000 0.00000 0.90748
6855.0 0.00000 0.84574 0.00240 0.00000 0.00000 0.90751
6860.0 0.00000 0.84104 0.00252 0.00000 0.00000 0.90246
6865.0 0.00000 0.79778 0.00256 0.00000 0.00000 0.85627
6870.0 0.00000 0.69107 0.00237 0.00000 0.00000 0.74194
6875.0 0.00000 0.64095 0.00233 0.00000 0.00000 0.68832
6880.0 0.00000 0.69818 0.00269 0.00000 0.00000 0.74998
6885.0 0.00000 0.74569 0.00308 0.00000 0.00000 0.80115
6890.0 0.00000 0.73296 0.00323 0.00000 0.00000 0.78760
6895.0 0.00000 0.73242 0.00342 0.00000 0.00000 0.78716
6900.0 0.00000 0.74999 0.00371 0.00000 0.00000 0.80618
6905.0 0.00000 0.76382 0.00408 0.00000 0.00000 0.82158
6910.0 0.00000 0.77993 0.00447 0.00000 0.00000 0.83945
6915.0 0.00000 0.79231 0.00485 0.00000 0.00000 0.85333
6920.0 0.00000 0.80301 0.00523 0.00000 0.00000 0.86541
6925.0 0.00000 0.81406 0.00586 0.00000 0.00000 0.87759
6930.0 0.00000 0.82242 0.00649 0.00000 0.00000 0.88688
6935.0 0.00000 0.82588 0.00709 0.00000 0.00000 0.89089
6940.0 0.00000 0.82664 0.00767 0.00000 0.00000 0.89199
6945.0 0.00000 0.82835 0.00886 0.00000 0.00000 0.89407
6950.0 0.00000 0.83125 0.01007 0.00000 0.00000 0.89744
6955.0 0.00000 0.83291 0.01126 0.00000 0.00000 0.89946
6960.0 0.00000 0.83262 0.01244 0.00000 0.00000 0.89939
6965.0 0.00000 0.83642 0.01533 0.00000 0.00000 0.90380
6970.0 0.00000 0.84098 0.01827 0.00000 0.00000 0.90903
6975.0 0.00000 0.84190 0.02116 0.00000 0.00000 0.91034
6980.0 0.00000 0.84114 0.02400 0.00000 0.00000 0.90982
6985.0 0.00000 0.83894 0.03067 0.00000 0.00000 0.90729
6990.0 0.00000 0.83581 0.03727 0.00000 0.00000 0.90375
6995.0 0.00000 0.83588 0.04398 0.00000 0.00000 0.90369
7000.0 0.00000 0.83757 0.05079 0.00000 0.00000 0.90536
7005.0 0.00000 0.83797 0.06447 0.00000 0.00000 0.90557
7010.0 0.00000 0.83796 0.07812 0.00000 0.00000 0.90533
7015.0 0.00000 0.83853 0.09183 0.00000 0.00000 0.90572
7020.0 0.00000 0.83911 0.10555 0.00000 0.00000 0.90611
7025.0 0.00000 0.83794 0.12855 0.00000 0.00000 0.90623
7030.0 0.00000 0.83778 0.15174 0.00000 0.00000 0.90745
7035.0 0.00000 0.83938 0.17536 0.00000 0.00000 0.91059
7040.0 0.00000 0.83795 0.19842 0.00000 0.00000 0.91043
7045.0 0.00000 0.83637 0.23097 0.00000 0.00000 0.91074
7050.0 0.00000 0.83470 0.26352 0.00000 0.00000 0.91095
7055.0 0.00000 0.83262 0.29593 0.00000 0.00000 0.91070
7060.0 0.00000 0.83145 0.32869 0.00000 0.00000 0.91146
7065.0 0.00000 0.82794 0.36658 0.00000 0.00000 0.91231
7070.0 0.00000 0.82442 0.40455 0.00000 0.00000 0.91316
7075.0 0.00000 0.82031 0.44228 0.00000 0.00000 0.91338
7080.0 0.00000 0.81621 0.48002 0.00000 0.00000 0.91359
7085.0 0.00000 0.81038 0.51670 0.00000 0.00000 0.91435
7090.0 0.00000 0.80430 0.55327 0.00000 0.00000 0.91484
7095.0 0.00000 0.79797 0.58971 0.00000 0.00000 0.91505
7100.0 0.00000 0.79124 0.62584 0.00000 0.00000 0.91480
7105.0 0.00000 0.78551 0.65608 0.00000 0.00000 0.91501
7110.0 0.00000 0.78001 0.68653 0.00000 0.00000 0.91550
7115.0 0.00000 0.77451 0.71701 0.00000 0.00000 0.91598
7120.0 0.00000 0.76885 0.74738 0.00000 0.00000 0.91629
7125.0 0.00000 0.73831 0.76824 0.00000 0.00000 0.91622
7130.0 0.00000 0.70756 0.78886 0.00000 0.00000 0.91588
7135.0 0.00000 0.67717 0.80987 0.00000 0.00000 0.91600
7140.0 0.00000 0.64671 0.83081 0.00000 0.00000 0.91603
7145.0 0.00000 0.57580 0.84181 0.00000 0.00000 0.91541
7150.0 0.00000 0.50483 0.85254 0.00000 0.00000 0.91452
7155.0 0.00000 0.43426 0.86377 0.00000 0.00000 0.91418
7160.0 0.00000 0.36330 0.87393 0.00000 0.00000 0.91274
7165.0 0.00000 0.30435 0.87273 0.00000 0.00000 0.90615
7170.0 0.00000 0.24391 0.86327 0.00000 0.00000 0.89111
7175.0 0.00000 0.18542 0.85399 0.00000 0.00000 0.87643
7180.0 0.00000 0.12988 0.85202 0.00000 0.00000 0.86938
7185.0 0.00000 0.10622 0.84091 0.00000 0.00000 0.85737
7190.0 0.00000 0.08363 0.83438 0.00000 0.00000 0.85004
7195.0 0.00000 0.06210 0.83722 0.00000 0.00000 0.85226
7200.0 0.00000 0.04046 0.83988 0.00000 0.00000 0.85429
7205.0 0.00000 0.03360 0.84741 0.00000 0.00000 0.86211
7210.0 0.00000 0.02699 0.86688 0.00000 0.00000 0.88209
7215.0 0.00000 0.02003 0.88573 0.00000 0.00000 0.90143
7220.0 0.00000 0.01256 0.89164 0.00000 0.00000 0.90762
7225.0 0.00000 0.01114 0.89013 0.00000 0.00000 0.90535
7230.0 0.00000 0.00961 0.87865 0.00000 0.00000 0.89294
7235.0 0.00000 0.00806 0.86061 0.00000 0.00000 0.87390
7240.0 0.00000 0.00671 0.85934 0.00000 0.00000 0.87190
7245.0 0.00000 0.00568 0.86241 0.00000 0.00000 0.87320
7250.0 0.00000 0.00466 0.86832 0.00000 0.00000 0.87737
7255.0 0.00000 0.00363 0.87343 0.00000 0.00000 0.88071
7260.0 0.00000 0.00260 0.88157 0.00000 0.00000 0.88709
7265.0 0.00000 0.00225 0.88321 0.00000 0.00000 0.88664
7270.0 0.00000 0.00191 0.88411 0.00000 0.00000 0.88547
7275.0 0.00000 0.00155 0.88020 0.00000 0.00000 0.87949
7280.0 0.00000 0.00121 0.88136 0.00000 0.00000 0.87859
7285.0 0.00000 0.00110 0.89426 0.00000 0.00000 0.89078
7290.0 0.00000 0.00096 0.89364 0.00000 0.00000 0.88951
7295.0 0.00000 0.00083 0.89628 0.00000 0.00000 0.89147
7300.0 0.00000 0.00071 0.90291 0.00000 0.00000 0.89740
7305.0 0.00000 0.00066 0.89962 0.00000 0.00000 0.89493
7310.0 0.00000 0.00061 0.89940 0.00000 0.00000 0.89550
7315.0 0.00000 0.00056 0.90103 0.00000 0.00000 0.89792
7320.0 0.00000 0.00052 0.90515 0.00000 0.00000 0.90284
7325.0 0.00000 0.00049 0.91189 0.00000 0.00000 0.91099
7330.0 0.00000 0.00046 0.91389 0.00000 0.00000 0.91444
7335.0 0.00000 0.00043 0.91275 0.00000 0.00000 0.91474
7340.0 0.00000 0.00040 0.91364 0.00000 0.00000 0.91707
7345.0 0.00000 0.00020 0.91386 0.00000 0.00000 0.91784
7350.0 0.00000 0.00000 0.91288 0.00000 0.00000 0.91740
7355.0 0.00000 0.00000 0.91274 0.00000 0.00000 0.91780
7360.0 0.00000 0.00000 0.91158 0.00000 0.00000 0.91717
7365.0 0.00000 0.00000 0.91217 0.00000 0.00000 0.91692
7370.0 0.00000 0.00000 0.91367 0.00000 0.00000 0.91759
7375.0 0.00000 0.00000 0.91657 0.00000 0.00000 0.91965
7380.0 0.00000 0.00000 0.91891 0.00000 0.00000 0.92116
7385.0 0.00000 0.00000 0.92080 0.00000 0.00000 0.92128
7390.0 0.00000 0.00000 0.92306 0.00000 0.00000 0.92176
7395.0 0.00000 0.00000 0.92514 0.00000 0.00000 0.92207
7400.0 0.00000 0.00000 0.92740 0.00000 0.00000 0.92255
7405.0 0.00000 0.00000 0.92960 0.00000 0.00000 0.92369
7410.0 0.00000 0.00000 0.93115 0.00000 0.00000 0.92418
7415.0 0.00000 0.00000 0.93252 0.00000 0.00000 0.92448
7420.0 0.00000 0.00000 0.93407 0.00000 0.00000 0.92497
7425.0 0.00000 0.00000 0.93428 0.00000 0.00000 0.92499
7430.0 0.00000 0.00000 0.93487 0.00000 0.00000 0.92539
7435.0 0.00000 0.00000 0.93565 0.00000 0.00000 0.92597
7440.0 0.00000 0.00000 0.93596 0.00000 0.00000 0.92609
7445.0 0.00000 0.00000 0.93551 0.00000 0.00000 0.92602
7450.0 0.00000 0.00000 0.93535 0.00000 0.00000 0.92623
7455.0 0.00000 0.00000 0.93499 0.00000 0.00000 0.92625
7460.0 0.00000 0.00000 0.93482 0.00000 0.00000 0.92646
7465.0 0.00000 0.00000 0.93469 0.00000 0.00000 0.92668
7470.0 0.00000 0.00000 0.93447 0.00000 0.00000 0.92679
7475.0 0.00000 0.00000 0.93414 0.00000 0.00000 0.92682
7480.0 0.00000 0.00000 0.93392 0.00000 0.00000 0.92694
7485.0 0.00000 0.00000 0.93437 0.00000 0.00000 0.92715
7490.0 0.00000 0.00000 0.93472 0.00000 0.00000 0.92726
7495.0 0.00000 0.00000 0.93517 0.00000 0.00000 0.92747
7500.0 0.00000 0.00000 0.93553 0.00000 0.00000 0.92759
7505.0 0.00000 0.00000 0.93581 0.00000 0.00000 0.92761
7510.0 0.00000 0.00000 0.93637 0.00000 0.00000 0.92792
7515.0 0.00000 0.00000 0.93684 0.00000 0.00000 0.92813
7520.0 0.00000 0.00000 0.93721 0.00000 0.00000 0.92825
7525.0 0.00000 0.00000 0.93758 0.00000 0.00000 0.92846
7530.0 0.00000 0.00000 0.93795 0.00000 0.00000 0.92867
7535.0 0.00000 0.00000 0.93822 0.00000 0.00000 0.92878
7540.0 0.00000 0.00000 0.93849 0.00000 0.00000 0.92890
7545.0 0.00000 0.00000 0.93799 0.00000 0.00000 0.92902
7550.0 0.00000 0.00000 0.93757 0.00000 0.00000 0.92923
7555.0 0.00000 0.00000 0.93716 0.00000 0.00000 0.92944
7560.0 0.00000 0.00000 0.93656 0.00000 0.00000 0.92946
7565.0 0.00000 0.00000 0.93577 0.00000 0.00000 0.92967
7570.0 0.00000 0.00000 0.93488 0.00000 0.00000 0.92979
7575.0 0.00000 0.00000 0.93399 0.00000 0.00000 0.92991
7580.0 0.00000 0.00000 0.93292 0.00000 0.00000 0.92984
7585.0 0.00000 0.00000 0.92458 0.00000 0.00000 0.92577
7590.0 0.00000 0.00000 0.87577 0.00000 0.00000 0.88096
7595.0 0.00000 0.00000 0.69387 0.00000 0.00000 0.70123
7600.0 0.00000 0.00000 0.43592 0.00000 0.00000 0.44259
7605.0 0.00000 0.00000 0.30247 0.00000 0.00000 0.30679
7610.0 0.00000 0.00000 0.31846 0.00000 0.00000 0.32268
7615.0 0.00000 0.00000 0.45553 0.00000 0.00000 0.46109
7620.0 0.00000 0.00000 0.59922 0.00000 0.00000 0.60593
7625.0 0.00000 0.00000 0.57903 0.00000 0.00000 0.58510
7630.0 0.00000 0.00000 0.50073 0.00000 0.00000 0.50562
7635.0 0.00000 0.00000 0.50198 0.00000 0.00000 0.50652
7640.0 0.00000 0.00000 0.54583 0.00000 0.00000 0.55038
7645.0 0.00000 0.00000 0.59945 0.00000 0.00000 0.60343
7650.0 0.00000 0.00000 0.66282 0.00000 0.00000 0.66609
7655.0 0.00000 0.00000 0.72030 0.00000 0.00000 0.72263
7660.0 0.00000 0.00000 0.76678 0.00000 0.00000 0.76796
7665.0 0.00000 0.00000 0.80615 0.00000 0.00000 0.80682
7670.0 0.00000 0.00000 0.84790 0.00000 0.00000 0.84801
7675.0 0.00000 0.00000 0.87574 0.00000 0.00000 0.87523
7680.0 0.00000 0.00000 0.89168 0.00000 0.00000 0.89053
7685.0 0.00000 0.00000 0.90152 0.00000 0.00000 0.90042
7690.0 0.00000 0.00000 0.90828 0.00000 0.00000 0.90725
7695.0 0.00000 0.00000 0.91467 0.00000 0.00000 0.91370
7700.0 0.00000 0.00000 0.92255 0.00000 0.00000 0.92164
7705.0 0.00000 0.00000 0.92826 0.00000 0.00000 0.92707
7710.0 0.00000 0.00000 0.93089 0.00000 0.00000 0.92943
7715.0 0.00000 0.00000 0.93213 0.00000 0.00000 0.93038
7720.0 0.00000 0.00000 0.93299 0.00000 0.00000 0.93096
7725.0 0.00000 0.00000 0.93377 0.00000 0.00000 0.93126
7730.0 0.00000 0.00000 0.93436 0.00000 0.00000 0.93138
7735.0 0.00000 0.00000 0.93513 0.00000 0.00000 0.93168
7740.0 0.00000 0.00000 0.93582 0.00000 0.00000 0.93189
7745.0 0.00000 0.00000 0.93769 0.00000 0.00000 0.93220
7750.0 0.00000 0.00000 0.93928 0.00000 0.00000 0.93222
7755.0 0.00000 0.00000 0.94106 0.00000 0.00000 0.93243
7760.0 0.00000 0.00000 0.94255 0.00000 0.00000 0.93236
7765.0 0.00000 0.00000 0.94341 0.00000 0.00000 0.93257
7770.0 0.00000 0.00000 0.94408 0.00000 0.00000 0.93259
7775.0 0.00000 0.00000 0.94484 0.00000 0.00000 0.93270
