#LAMBDA    g      r        i      z        Y     atm
7780.0 0.00000 0.00000 0.94542 0.00000 0.00000 0.93263
7785.0 0.00000 0.00000 0.94565 0.00000 0.00000 0.93275
7790.0 0.00000 0.00000 0.94589 0.00000 0.00000 0.93287
7795.0 0.00000 0.00000 0.94603 0.00000 0.00000 0.93289
7800.0 0.00000 0.00000 0.94636 0.00000 0.00000 0.93310
7805.0 0.00000 0.00000 0.94585 0.00000 0.00000 0.93312
7810.0 0.00000 0.00000 0.94544 0.00000 0.00000 0.93324
7815.0 0.00000 0.00000 0.94502 0.00000 0.00000 0.93335
7820.0 0.00000 0.00000 0.94461 0.00000 0.00000 0.93347
7825.0 0.00000 0.00000 0.94416 0.00000 0.00000 0.93358
7830.0 0.00000 0.00000 0.94372 0.00000 0.00000 0.93370
7835.0 0.00000 0.00000 0.94328 0.00000 0.00000 0.93381
7840.0 0.00000 0.00000 0.94293 0.00000 0.00000 0.93402
7845.0 0.00000 0.00000 0.94310 0.00000 0.00000 0.93405
7850.0 0.00000 0.00000 0.94317 0.00000 0.00000 0.93397
7855.0 0.00000 0.00000 0.94334 0.00000 0.00000 0.93400
7860.0 0.00000 0.00000 0.94341 0.00000 0.00000 0.93393
7865.0 0.00000 0.00000 0.94287 0.00000 0.00000 0.93329
7870.0 0.00000 0.00000 0.94242 0.00000 0.00000 0.93275
7875.0 0.00000 0.00000 0.94245 0.00000 0.00000 0.93268
7880.0 0.00000 0.00000 0.94210 0.00000 0.00000 0.93224
7885.0 0.00000 0.00000 0.94053 0.00000 0.00000 0.93170
7890.0 0.00000 0.00000 0.93802 0.00000 0.00000 0.93022
7895.0 0.00000 0.00000 0.93561 0.00000 0.00000 0.92884
7900.0 0.00000 0.00000 0.93423 0.00000 0.00000 0.92849
7905.0 0.00000 0.00000 0.93268 0.00000 0.00000 0.92889
7910.0 0.00000 0.00000 0.93122 0.00000 0.00000 0.92937
7915.0 0.00000 0.00000 0.93032 0.00000 0.00000 0.93042
7920.0 0.00000 0.00000 0.92866 0.00000 0.00000 0.93073
7925.0 0.00000 0.00000 0.92531 0.00000 0.00000 0.92972
7930.0 0.00000 0.00000 0.92344 0.00000 0.00000 0.93021
7935.0 0.00000 0.00000 0.92398 0.00000 0.00000 0.93313
7940.0 0.00000 0.00000 0.92331 0.00000 0.00000 0.93484
7945.0 0.00000 0.00000 0.92085 0.00000 0.00000 0.93476
7950.0 0.00000 0.00000 0.91784 0.00000 0.00000 0.93413
7955.0 0.00000 0.00000 0.91429 0.00000 0.00000 0.93293
7960.0 0.00000 0.00000 0.90835 0.00000 0.00000 0.92930
7965.0 0.00000 0.00000 0.90649 0.00000 0.00000 0.92811
7970.0 0.00000 0.00000 0.90857 0.00000 0.00000 0.93094
7975.0 0.00000 0.00000 0.90963 0.00000 0.00000 0.93274
7980.0 0.00000 0.00000 0.90987 0.00000 0.00000 0.93370
7985.0 0.00000 0.00000 0.91158 0.00000 0.00000 0.93353
7990.0 0.00000 0.00000 0.91356 0.00000 0.00000 0.93364
7995.0 0.00000 0.00000 0.91564 0.00000 0.00000 0.93385
8000.0 0.00000 0.00000 0.91606 0.00000 0.00000 0.93238
8005.0 0.00000 0.00000 0.91731 0.00000 0.00000 0.93137
8010.0 0.00000 0.00000 0.91912 0.00000 0.00000 0.93092
8015.0 0.00000 0.00000 0.92194 0.00000 0.00000 0.93150
8020.0 0.00000 0.00000 0.92495 0.00000 0.00000 0.93227
8025.0 0.00000 0.00000 0.92600 0.00000 0.00000 0.93201
8030.0 0.00000 0.00000 0.92704 0.00000 0.00000 0.93175
8035.0 0.00000 0.00000 0.92911 0.00000 0.00000 0.93252
8040.0 0.00000 0.00000 0.93081 0.00000 0.00000 0.93292
8045.0 0.00000 0.00000 0.93097 0.00000 0.00000 0.93313
8050.0 0.00000 0.00000 0.93234 0.00000 0.00000 0.93455
8055.0 0.00000 0.00000 0.93363 0.00000 0.00000 0.93589
8060.0 0.00000 0.00000 0.93369 0.00000 0.00000 0.93600
8065.0 0.00000 0.00000 0.93361 0.00000 0.00000 0.93583
8070.0 0.00000 0.00000 0.93382 0.00000 0.00000 0.93595
8075.0 0.00000 0.00000 0.93393 0.00000 0.00000 0.93597
8080.0 0.00000 0.00000 0.93395 0.00000 0.00000 0.93590
8085.0 0.00000 0.00000 0.93140 0.00000 0.00000 0.93526
8090.0 0.00000 0.00000 0.92894 0.00000 0.00000 0.93472
8095.0 0.00000 0.00000 0.92574 0.00000 0.00000 0.93343
8100.0 0.00000 0.00000 0.92394 0.00000 0.00000 0.93354
8105.0 0.00000 0.00000 0.92017 0.00000 0.00000 0.93422
8110.0 0.00000 0.00000 0.91409 0.00000 0.00000 0.93255
8115.0 0.00000 0.00000 0.91445 0.00000 0.00000 0.93041
8120.0 0.00000 0.00000 0.91545 0.00000 0.00000 0.92893
8125.0 0.00000 0.00000 0.91409 0.00000 0.00000 0.92773
8130.0 0.00000 0.00000 0.90792 0.00000 0.00000 0.92166
8135.0 0.00000 0.00000 0.89667 0.00000 0.00000 0.91042
8140.0 0.00000 0.00000 0.89208 0.00000 0.00000 0.90594
8145.0 0.00000 0.00000 0.89056 0.00000 0.00000 0.90371
8150.0 0.00000 0.00000 0.88366 0.00000 0.00000 0.89604
8155.0 0.00000 0.00000 0.87536 0.00000 0.00000 0.88696
8160.0 0.00000 0.00000 0.86715 0.00000 0.00000 0.87797
8165.0 0.00000 0.00000 0.86420 0.00000 0.00000 0.87190
8170.0 0.00000 0.00000 0.87828 0.00000 0.00000 0.88298
8175.0 0.00000 0.00000 0.87830 0.00000 0.00000 0.88365
8180.0 0.00000 0.00000 0.86442 0.00000 0.00000 0.87035
8185.0 0.00000 0.00000 0.87285 0.00000 0.00000 0.88115
8190.0 0.00000 0.00000 0.87899 0.00000 0.00000 0.88970
8195.0 0.00000 0.00000 0.87829 0.00000 0.00000 0.89066
8200.0 0.00000 0.00000 0.87675 0.00000 0.00000 0.89076
8205.0 0.00000 0.00000 0.89393 0.00000 0.00000 0.90993
8210.0 0.00000 0.00000 0.90654 0.00000 0.00000 0.92450
8215.0 0.00000 0.00000 0.90370 0.00000 0.00000 0.92358
8220.0 0.00000 0.00000 0.89252 0.00000 0.00000 0.91412
8225.0 0.00000 0.00000 0.85949 0.00000 0.00000 0.88219
8230.0 0.00000 0.00000 0.81600 0.00000 0.00000 0.83936
8235.0 0.00000 0.00000 0.83352 0.00000 0.00000 0.85779
8240.0 0.00000 0.00000 0.87465 0.00000 0.00000 0.90055
8245.0 0.00000 0.00000 0.88949 0.00000 0.00000 0.91627
8250.0 0.00000 0.00000 0.89264 0.00000 0.00000 0.91995
8255.0 0.00000 0.00000 0.88976 0.00218 0.00000 0.91592
8260.0 0.00000 0.00000 0.88743 0.00434 0.00000 0.91246
8265.0 0.00000 0.00000 0.89799 0.00467 0.00000 0.92226
8270.0 0.00000 0.00000 0.90134 0.00497 0.00000 0.92463
8275.0 0.00000 0.00000 0.88519 0.00528 0.00000 0.90602
8280.0 0.00000 0.00000 0.87604 0.00563 0.00000 0.89466
8285.0 0.00000 0.00000 0.88457 0.00566 0.00000 0.90135
8290.0 0.00000 0.00000 0.88637 0.00565 0.00000 0.90118
8295.0 0.00000 0.00000 0.89122 0.00566 0.00000 0.90411
8300.0 0.00000 0.00000 0.90186 0.00571 0.00000 0.91288
8305.0 0.00000 0.00000 0.90873 0.00601 0.00000 0.91403
8310.0 0.00000 0.00000 0.92193 0.00636 0.00000 0.92148
8315.0 0.00000 0.00000 0.92258 0.00684 0.00000 0.92112
8320.0 0.00000 0.00000 0.91399 0.00724 0.00000 0.91153
8325.0 0.00000 0.00000 0.92088 0.00776 0.00000 0.91739
8330.0 0.00000 0.00000 0.93080 0.00831 0.00000 0.92626
8335.0 0.00000 0.00000 0.93033 0.00878 0.00000 0.92477
8340.0 0.00000 0.00000 0.93260 0.00927 0.00000 0.92601
8345.0 0.00000 0.00000 0.93716 0.01135 0.00000 0.93224
8350.0 0.00000 0.00000 0.93754 0.01339 0.00000 0.93433
8355.0 0.00000 0.00000 0.93500 0.01376 0.00000 0.93322
8360.0 0.00000 0.00000 0.93379 0.01414 0.00000 0.93343
8365.0 0.00000 0.00000 0.93361 0.01454 0.00000 0.93467
8370.0 0.00000 0.00000 0.93380 0.01495 0.00000 0.93629
8375.0 0.00000 0.00000 0.93287 0.01534 0.00000 0.93678
8380.0 0.00000 0.00000 0.93183 0.01573 0.00000 0.93718
8385.0 0.00000 0.00000 0.93231 0.01958 0.00000 0.93833
8390.0 0.00000 0.00000 0.93222 0.02342 0.00000 0.93891
8395.0 0.00000 0.00000 0.93032 0.02590 0.00000 0.93959
8400.0 0.00000 0.00000 0.92795 0.02835 0.00000 0.93980
8405.0 0.00000 0.00000 0.92771 0.03079 0.00000 0.93925
8410.0 0.00000 0.00000 0.92746 0.03322 0.00000 0.93871
8415.0 0.00000 0.00000 0.92861 0.03571 0.00000 0.93957
8420.0 0.00000 0.00000 0.92948 0.03819 0.00000 0.94016
8425.0 0.00000 0.00000 0.93048 0.05742 0.00000 0.94102
8430.0 0.00000 0.00000 0.93073 0.07663 0.00000 0.94114
8435.0 0.00000 0.00000 0.93300 0.07432 0.00000 0.94069
8440.0 0.00000 0.00000 0.93582 0.07206 0.00000 0.94080
8445.0 0.00000 0.00000 0.93653 0.09308 0.00000 0.94148
8450.0 0.00000 0.00000 0.93704 0.11411 0.00000 0.94197
8455.0 0.00000 0.00000 0.93756 0.13516 0.00000 0.94246
8460.0 0.00000 0.00000 0.93751 0.15614 0.00000 0.94238
8465.0 0.00000 0.00000 0.94124 0.24018 0.00000 0.94231
8470.0 0.00000 0.00000 0.94554 0.32441 0.00000 0.94280
8475.0 0.00000 0.00000 0.94937 0.32214 0.00000 0.94282
8480.0 0.00000 0.00000 0.95262 0.31968 0.00000 0.94227
8485.0 0.00000 0.00000 0.95498 0.38089 0.00000 0.94210
8490.0 0.00000 0.00000 0.95754 0.44216 0.00000 0.94212
8495.0 0.00000 0.00000 0.96028 0.50353 0.00000 0.94233
8500.0 0.00000 0.00000 0.96293 0.56488 0.00000 0.94244
8505.0 0.00000 0.00000 0.95534 0.61633 0.00000 0.94227
8510.0 0.00000 0.00000 0.94756 0.66764 0.00000 0.94191
8515.0 0.00000 0.00000 0.93987 0.71897 0.00000 0.94165
8520.0 0.00000 0.00000 0.93266 0.77067 0.00000 0.94185
8525.0 0.00000 0.00000 0.89956 0.80222 0.00000 0.94244
8530.0 0.00000 0.00000 0.86616 0.83356 0.00000 0.94274
8535.0 0.00000 0.00000 0.83249 0.86467 0.00000 0.94276
8540.0 0.00000 0.00000 0.79865 0.89559 0.00000 0.94259
8545.0 0.00000 0.00000 0.73196 0.90488 0.00000 0.94261
8550.0 0.00000 0.00000 0.66546 0.91444 0.00000 0.94291
8555.0 0.00000 0.00000 0.59886 0.92391 0.00000 0.94312
8560.0 0.00000 0.00000 0.53223 0.93339 0.00000 0.94332
8565.0 0.00000 0.00000 0.40074 0.93193 0.00000 0.94353
8570.0 0.00000 0.00000 0.26914 0.93029 0.00000 0.94355
8575.0 0.00000 0.00000 0.27020 0.93507 0.00000 0.94347
8580.0 0.00000 0.00000 0.27134 0.94014 0.00000 0.94368
8585.0 0.00000 0.00000 0.18950 0.93207 0.00000 0.94398
8590.0 0.00000 0.00000 0.10757 0.92371 0.00000 0.94400
8595.0 0.00000 0.00000 0.10735 0.92349 0.00000 0.94411
8600.0 0.00000 0.00000 0.10714 0.92344 0.00000 0.94441
8605.0 0.00000 0.00000 0.07299 0.92516 0.00000 0.94443
8610.0 0.00000 0.00000 0.03883 0.92678 0.00000 0.94435
8615.0 0.00000 0.00000 0.03892 0.92936 0.00000 0.94456
8620.0 0.00000 0.00000 0.03901 0.93174 0.00000 0.94458
8625.0 0.00000 0.00000 0.02657 0.93628 0.00000 0.94460
8630.0 0.00000 0.00000 0.01414 0.94101 0.00000 0.94481
8635.0 0.00000 0.00000 0.01432 0.94516 0.00000 0.94482
8640.0 0.00000 0.00000 0.01450 0.94932 0.00000 0.94484
8645.0 0.00000 0.00000 0.01021 0.95049 0.00000 0.94514
8650.0 0.00000 0.00000 0.00592 0.95137 0.00000 0.94516
8655.0 0.00000 0.00000 0.00583 0.95007 0.00000 0.94508
8660.0 0.00000 0.00000 0.00575 0.94906 0.00000 0.94529
8665.0 0.00000 0.00000 0.00423 0.95201 0.00000 0.94531
8670.0 0.00000 0.00000 0.00271 0.95497 0.00000 0.94533
8675.0 0.00000 0.00000 0.00247 0.95458 0.00000 0.94544
8680.0 0.00000 0.00000 0.00224 0.95408 0.00000 0.94546
8685.0 0.00000 0.00000 0.00200 0.95369 0.00000 0.94557
8690.0 0.00000 0.00000 0.00177 0.95339 0.00000 0.94578
8695.0 0.00000 0.00000 0.00089 0.95343 0.00000 0.94580
8700.0 0.00000 0.00000 0.00000 0.95346 0.00000 0.94581
8705.0 0.00000 0.00000 0.00000 0.95350 0.00000 0.94583
8710.0 0.00000 0.00000 0.00000 0.95364 0.00000 0.94594
8715.0 0.00000 0.00000 0.00000 0.95394 0.00000 0.94596
8720.0 0.00000 0.00000 0.00000 0.95423 0.00000 0.94598
8725.0 0.00000 0.00000 0.00000 0.95463 0.00000 0.94609
8730.0 0.00000 0.00000 0.00000 0.95493 0.00000 0.94611
8735.0 0.00000 0.00000 0.00000 0.95458 0.00000 0.94613
8740.0 0.00000 0.00000 0.00000 0.95443 0.00000 0.94633
8745.0 0.00000 0.00000 0.00000 0.95620 0.00000 0.94635
8750.0 0.00000 0.00000 0.00000 0.95797 0.00000 0.94637
8755.0 0.00000 0.00000 0.00000 0.95892 0.00000 0.94639
8760.0 0.00000 0.00000 0.00000 0.95987 0.00000 0.94640
8765.0 0.00000 0.00000 0.00000 0.96082 0.00000 0.94642
8770.0 0.00000 0.00000 0.00000 0.96176 0.00000 0.94644
8775.0 0.00000 0.00000 0.00000 0.96287 0.00000 0.94655
8780.0 0.00000 0.00000 0.00000 0.96379 0.00000 0.94647
8785.0 0.00000 0.00000 0.00000 0.96480 0.00000 0.94649
8790.0 0.00000 0.00000 0.00000 0.96590 0.00000 0.94661
8795.0 0.00000 0.00000 0.00000 0.96655 0.00000 0.94662
8800.0 0.00000 0.00000 0.00000 0.96720 0.00000 0.94664
8805.0 0.00000 0.00000 0.00000 0.96775 0.00000 0.94656
8810.0 0.00000 0.00000 0.00000 0.96831 0.00000 0.94649
8815.0 0.00000 0.00000 0.00000 0.96902 0.00000 0.94650
8820.0 0.00000 0.00000 0.00000 0.96964 0.00000 0.94643
8825.0 0.00000 0.00000 0.00000 0.97025 0.00000 0.94635
8830.0 0.00000 0.00000 0.00000 0.97116 0.00000 0.94655
8835.0 0.00000 0.00000 0.00000 0.97140 0.00000 0.94648
8840.0 0.00000 0.00000 0.00000 0.97194 0.00000 0.94668
8845.0 0.00000 0.00000 0.00000 0.97238 0.00000 0.94680
8850.0 0.00000 0.00000 0.00000 0.97262 0.00000 0.94672
8855.0 0.00000 0.00000 0.00000 0.97270 0.00000 0.94636
8860.0 0.00000 0.00000 0.00000 0.97229 0.00000 0.94552
8865.0 0.00000 0.00000 0.00000 0.97295 0.00000 0.94573
8870.0 0.00000 0.00000 0.00000 0.97390 0.00000 0.94622
8875.0 0.00000 0.00000 0.00000 0.97447 0.00000 0.94624
8880.0 0.00000 0.00000 0.00000 0.97426 0.00000 0.94549
8885.0 0.00000 0.00000 0.00000 0.97523 0.00000 0.94589
8890.0 0.00000 0.00000 0.00000 0.97688 0.00000 0.94695
8895.0 0.00000 0.00000 0.00000 0.97471 0.00000 0.94678
8900.0 0.00000 0.00000 0.00000 0.97196 0.00000 0.94604
8905.0 0.00000 0.00000 0.00000 0.97197 0.00000 0.94596
8910.0 0.00000 0.00000 0.00000 0.97247 0.00000 0.94635
8915.0 0.00000 0.00000 0.00000 0.97156 0.00000 0.94590
8920.0 0.00000 0.00000 0.00000 0.96987 0.00000 0.94468
8925.0 0.00000 0.00000 0.00000 0.96848 0.00000 0.94375
8930.0 0.00000 0.00000 0.00000 0.96349 0.00000 0.93931
8935.0 0.00000 0.00000 0.00000 0.96026 0.00000 0.93658
8940.0 0.00000 0.00000 0.00000 0.96091 0.00000 0.93764
8945.0 0.00000 0.00000 0.00000 0.95584 0.00000 0.93302
8950.0 0.00000 0.00000 0.00000 0.94572 0.00000 0.92347
8955.0 0.00000 0.00000 0.00000 0.93222 0.00000 0.91060
8960.0 0.00000 0.00000 0.00000 0.92252 0.00000 0.90144
8965.0 0.00000 0.00000 0.00000 0.90913 0.00000 0.88820
8970.0 0.00000 0.00000 0.00000 0.90389 0.00000 0.88292
8975.0 0.00000 0.00000 0.00000 0.91348 0.00000 0.89213
8980.0 0.00000 0.00000 0.00000 0.91909 0.00000 0.89746
8985.0 0.00000 0.00000 0.00000 0.88543 0.00000 0.86406
8990.0 0.00000 0.00000 0.00000 0.84270 0.00000 0.82186
8995.0 0.00000 0.00000 0.00000 0.86372 0.00000 0.84185
9000.0 0.00000 0.00000 0.00000 0.89246 0.00000 0.86932
9005.0 0.00000 0.00000 0.00000 0.88613 0.00000 0.86233
9010.0 0.00000 0.00000 0.00000 0.89166 0.00000 0.86688
9015.0 0.00000 0.00000 0.00000 0.89984 0.00000 0.87399
9020.0 0.00000 0.00000 0.00000 0.89748 0.00000 0.87087
9025.0 0.00000 0.00000 0.00000 0.89300 0.00000 0.86575
9030.0 0.00000 0.00000 0.00000 0.90592 0.00000 0.87751
9035.0 0.00000 0.00000 0.00000 0.93775 0.00000 0.90754
9040.0 0.00000 0.00000 0.00000 0.95780 0.00000 0.92613
9045.0 0.00000 0.00000 0.00000 0.95500 0.00000 0.92359
9050.0 0.00000 0.00000 0.00000 0.95074 0.00000 0.91962
9055.0 0.00000 0.00000 0.00000 0.95171 0.00000 0.91916
9060.0 0.00000 0.00000 0.00000 0.94974 0.00000 0.91586
9065.0 0.00000 0.00000 0.00000 0.92858 0.00000 0.89606
9070.0 0.00000 0.00000 0.00000 0.90441 0.00000 0.87333
9075.0 0.00000 0.00000 0.00000 0.89567 0.00000 0.86547
9080.0 0.00000 0.00000 0.00000 0.89371 0.00000 0.86417
9085.0 0.00000 0.00000 0.00000 0.89607 0.00000 0.86761
9090.0 0.00000 0.00000 0.00000 0.89616 0.00000 0.86885
9095.0 0.00000 0.00000 0.00000 0.90074 0.00000 0.87445
9100.0 0.00000 0.00000 0.00000 0.90345 0.00000 0.87825
9105.0 0.00000 0.00000 0.00000 0.89581 0.00000 0.87210
9110.0 0.00000 0.00000 0.00000 0.90609 0.00000 0.88340
9115.0 0.00000 0.00000 0.00000 0.91158 0.00000 0.88806
9120.0 0.00000 0.00000 0.00000 0.90266 0.00000 0.87868
9125.0 0.00000 0.00000 0.00000 0.91319 0.00000 0.89017
9130.0 0.00000 0.00000 0.00000 0.89153 0.00000 0.87027
9135.0 0.00000 0.00000 0.00000 0.86814 0.00000 0.84770
9140.0 0.00000 0.00000 0.00000 0.88614 0.00000 0.86555
9145.0 0.00000 0.00000 0.00000 0.91671 0.00000 0.89496
9150.0 0.00000 0.00000 0.00000 0.90930 0.00000 0.88729
9155.0 0.00000 0.00000 0.00000 0.86901 0.00000 0.84812
9160.0 0.00000 0.00000 0.00000 0.87995 0.00000 0.85894
9165.0 0.00000 0.00000 0.00000 0.92130 0.00000 0.89946
9170.0 0.00000 0.00000 0.00000 0.92398 0.00000 0.90223
9175.0 0.00000 0.00000 0.00000 0.89672 0.00000 0.87538
9180.0 0.00000 0.00000 0.00000 0.88549 0.00000 0.86419
9185.0 0.00000 0.00000 0.00000 0.90917 0.00000 0.88707
9190.0 0.00000 0.00000 0.00000 0.93200 0.00000 0.90910
9195.0 0.00000 0.00000 0.00000 0.93734 0.00000 0.91500
9200.0 0.00000 0.00000 0.00000 0.93606 0.00000 0.91444
9205.0 0.00000 0.00000 0.00000 0.94722 0.00000 0.92605
9210.0 0.00000 0.00000 0.00000 0.94662 0.00000 0.92615
9215.0 0.00000 0.00000 0.00000 0.93623 0.00000 0.91695
9220.0 0.00000 0.00000 0.00000 0.93439 0.00000 0.91611
9225.0 0.00000 0.00000 0.00000 0.94126 0.00000 0.92382
9230.0 0.00000 0.00000 0.00000 0.94019 0.00000 0.92374
9235.0 0.00000 0.00000 0.00000 0.93396 0.00000 0.92043
9240.0 0.00000 0.00000 0.00000 0.92689 0.00000 0.91627
9245.0 0.00000 0.00000 0.00000 0.92052 0.00000 0.91277
9250.0 0.00000 0.00000 0.00000 0.91703 0.00000 0.91212
9255.0 0.00000 0.00000 0.00000 0.91904 0.00000 0.91613
9260.0 0.00000 0.00000 0.00000 0.92009 0.00000 0.91919
9265.0 0.00000 0.00000 0.00000 0.91960 0.00000 0.92073
9270.0 0.00000 0.00000 0.00000 0.92157 0.00000 0.92474
9275.0 0.00000 0.00000 0.00000 0.89825 0.00000 0.90484
9280.0 0.00000 0.00000 0.00000 0.86694 0.00000 0.87670
9285.0 0.00000 0.00000 0.00000 0.85849 0.00000 0.87155
9290.0 0.00000 0.00000 0.00000 0.84638 0.00000 0.86263
9295.0 0.00000 0.00000 0.00000 0.82777 0.00000 0.84596
9300.0 0.00000 0.00000 0.00000 0.79195 0.00000 0.81158
9305.0 0.00000 0.00000 0.00000 0.75895 0.00262 0.77990
9310.0 0.00000 0.00000 0.00000 0.72705 0.00502 0.74918
9315.0 0.00000 0.00000 0.00000 0.69304 0.00510 0.71602
9320.0 0.00000 0.00000 0.00000 0.63080 0.00493 0.65345
9325.0 0.00000 0.00000 0.00000 0.60799 0.00503 0.63150
9330.0 0.00000 0.00000 0.00000 0.61291 0.00535 0.63830
9335.0 0.00000 0.00000 0.00000 0.59322 0.00554 0.62055
9340.0 0.00000 0.00000 0.00000 0.52619 0.00524 0.55290
9345.0 0.00000 0.00000 0.00000 0.49965 0.00528 0.52737
9350.0 0.00000 0.00000 0.00000 0.56778 0.00635 0.60200
9355.0 0.00000 0.00000 0.00000 0.58613 0.00702 0.62537
9360.0 0.00000 0.00000 0.00000 0.56139 0.00718 0.60280
9365.0 0.00000 0.00000 0.00000 0.56775 0.00773 0.61353
9370.0 0.00000 0.00000 0.00000 0.55221 0.00797 0.60059
9375.0 0.00000 0.00000 0.00000 0.57906 0.00911 0.63285
9380.0 0.00000 0.00000 0.00000 0.58535 0.00997 0.64285
9385.0 0.00000 0.00000 0.00000 0.59040 0.01083 0.65159
9390.0 0.00000 0.00000 0.00000 0.65794 0.01294 0.72971
9395.0 0.00000 0.00000 0.00000 0.72888 0.01602 0.81396
9400.0 0.00000 0.00000 0.00000 0.71645 0.01742 0.80565
9405.0 0.00000 0.00000 0.00000 0.67523 0.01802 0.76460
9410.0 0.00000 0.00000 0.00000 0.66571 0.01937 0.75913
9415.0 0.00000 0.00000 0.00000 0.68174 0.02298 0.78123
9420.0 0.00000 0.00000 0.00000 0.67244 0.02579 0.77439
9425.0 0.00000 0.00000 0.00000 0.61061 0.02629 0.70668
9430.0 0.00000 0.00000 0.00000 0.56404 0.02696 0.65604
9435.0 0.00000 0.00000 0.00000 0.59430 0.03461 0.69386
9440.0 0.00000 0.00000 0.00000 0.56415 0.03879 0.66116
9445.0 0.00000 0.00000 0.00000 0.54227 0.04279 0.63433
9450.0 0.00000 0.00000 0.00000 0.60846 0.05417 0.71042
9455.0 0.00000 0.00000 0.00000 0.61977 0.05597 0.72329
9460.0 0.00000 0.00000 0.00000 0.58281 0.05337 0.67984
9465.0 0.00000 0.00000 0.00000 0.59800 0.08182 0.69745
9470.0 0.00000 0.00000 0.00000 0.63630 0.11583 0.74200
9475.0 0.00000 0.00000 0.00000 0.63184 0.11655 0.73612
9480.0 0.00000 0.00000 0.00000 0.58245 0.10885 0.67795
9485.0 0.00000 0.00000 0.00000 0.60279 0.16366 0.70098
9490.0 0.00000 0.00000 0.00000 0.67533 0.24039 0.78461
9495.0 0.00000 0.00000 0.00000 0.63666 0.22931 0.73979
9500.0 0.00000 0.00000 0.00000 0.58329 0.21255 0.67787
9505.0 0.00000 0.00000 0.00000 0.62314 0.30276 0.72220
9510.0 0.00000 0.00000 0.00000 0.69534 0.42183 0.80369
9515.0 0.00000 0.00000 0.00000 0.68669 0.45641 0.79308
9520.0 0.00000 0.00000 0.00000 0.61017 0.44088 0.70417
9525.0 0.00000 0.00000 0.00000 0.59174 0.46178 0.68238
9530.0 0.00000 0.00000 0.00000 0.63597 0.53300 0.73282
9535.0 0.00000 0.00000 0.00000 0.66205 0.57447 0.76235
9540.0 0.00000 0.00000 0.00000 0.66919 0.60046 0.77005
9545.0 0.00000 0.00000 0.00000 0.65948 0.61124 0.75837
9550.0 0.00000 0.00000 0.00000 0.66499 0.63596 0.76418
9555.0 0.00000 0.00000 0.00000 0.65505 0.63148 0.75237
9560.0 0.00000 0.00000 0.00000 0.64477 0.62651 0.74017
9565.0 0.00000 0.00000 0.00000 0.64770 0.63432 0.74316
9570.0 0.00000 0.00000 0.00000 0.65519 0.64666 0.75136
9575.0 0.00000 0.00000 0.00000 0.70315 0.69426 0.80681
9580.0 0.00000 0.00000 0.00000 0.70787 0.69918 0.81266
9585.0 0.00000 0.00000 0.00000 0.68572 0.67756 0.78767
9590.0 0.00000 0.00000 0.00000 0.66681 0.65912 0.76636
9595.0 0.00000 0.00000 0.00000 0.65298 0.64572 0.75179
9600.0 0.00000 0.00000 0.00000 0.67676 0.66952 0.78055
9605.0 0.00000 0.00000 0.00000 0.69686 0.68970 0.80515
9610.0 0.00000 0.00000 0.00000 0.71072 0.70371 0.82261
9615.0 0.00000 0.00000 0.00000 0.72489 0.71763 0.84010
9620.0 0.00000 0.00000 0.00000 0.70871 0.70151 0.82242
9625.0 0.00000 0.00000 0.00000 0.68004 0.67303 0.79017
9630.0 0.00000 0.00000 0.00000 0.70286 0.69550 0.81775
9635.0 0.00000 0.00000 0.00000 0.72464 0.71730 0.84419
9640.0 0.00000 0.00000 0.00000 0.71529 0.70828 0.83438
9645.0 0.00000 0.00000 0.00000 0.71500 0.70824 0.83513
9650.0 0.00000 0.00000 0.00000 0.72668 0.72005 0.84988
9655.0 0.00000 0.00000 0.00000 0.74583 0.73858 0.87291
9660.0 0.00000 0.00000 0.00000 0.73293 0.72539 0.85844
9665.0 0.00000 0.00000 0.00000 0.70687 0.69919 0.82853
9670.0 0.00000 0.00000 0.00000 0.71813 0.70990 0.84234
9675.0 0.00000 0.00000 0.00000 0.76435 0.75518 0.89796
9680.0 0.00000 0.00000 0.00000 0.77903 0.76924 0.91664
9685.0 0.00000 0.00000 0.00000 0.76448 0.75445 0.90093
9690.0 0.00000 0.00000 0.00000 0.77273 0.76216 0.91209
9695.0 0.00000 0.00000 0.00000 0.78103 0.77044 0.92334
9700.0 0.00000 0.00000 0.00000 0.77297 0.76258 0.91525
9705.0 0.00000 0.00000 0.00000 0.76871 0.75847 0.91164
9710.0 0.00000 0.00000 0.00000 0.77545 0.76521 0.92109
9715.0 0.00000 0.00000 0.00000 0.76692 0.75469 0.91319
9720.0 0.00000 0.00000 0.00000 0.76266 0.74839 0.91034
9725.0 0.00000 0.00000 0.00000 0.75984 0.74353 0.90921
9730.0 0.00000 0.00000 0.00000 0.74996 0.73177 0.89960
9735.0 0.00000 0.00000 0.00000 0.74187 0.72325 0.89228
9740.0 0.00000 0.00000 0.00000 0.73777 0.71861 0.88972
9745.0 0.00000 0.00000 0.00000 0.72894 0.70939 0.88143
9750.0 0.00000 0.00000 0.00000 0.72117 0.70121 0.87439
9755.0 0.00000 0.00000 0.00000 0.72157 0.70164 0.87822
9760.0 0.00000 0.00000 0.00000 0.71664 0.69688 0.87556
9765.0 0.00000 0.00000 0.00000 0.72121 0.70136 0.88453
9770.0 0.00000 0.00000 0.00000 0.73680 0.71656 0.90714
